Tipo Titulo;Data Vencimento;Data Base;Taxa Compra Manha;Taxa Venda Manha;PU Compra Manha;PU Venda Manha;PU Base Manha
Tesouro IPCA+ com Juros Semestrais;15/08/2040;29/10/2019;8,1614;8,2814;1.480,34;1.478,86;1.480,34
Tesouro IPCA+ com Juros Semestrais;15/08/2040;30/10/2019;8,1727;8,2927;1.481,11;1.479,63;1.481,11
Tesouro IPCA+ com Juros Semestrais;15/08/2040;31/10/2019;8,1498;8,2698;1.479,55;1.478,07;1.479,55
Tesouro IPCA+ com Juros Semestrais;15/08/2040;01/11/2019;8,2733;8,3933;1.488,01;1.486,52;1.488,01
Tesouro IPCA+ com Juros Semestrais;15/08/2040;04/11/2019;8,2588;8,3788;1.487,02;1.485,53;1.487,02
Tesouro IPCA+ com Juros Semestrais;15/08/2040;05/11/2019;8,1091;8,2291;1.476,76;1.475,29;1.476,76
Tesouro IPCA+ com Juros Semestrais;15/08/2040;06/11/2019;8,0985;8,2185;1.476,04;1.474,56;1.476,04
Tesouro IPCA+ com Juros Semestrais;15/08/2040;07/11/2019;8,1973;8,3173;1.482,80;1.481,32;1.482,80
Tesouro IPCA+ com Juros Semestrais;15/08/2040;08/11/2019;8,1341;8,2541;1.478,47;1.476,99;1.478,47
Tesouro IPCA+ com Juros Semestrais;15/08/2040;11/11/2019;8,2757;8,3957;1.488,18;1.486,69;1.488,18
Tesouro IPCA+ com Juros Semestrais;15/08/2040;12/11/2019;8,1259;8,2459;1.477,91;1.476,43;1.477,91
Tesouro IPCA+ com Juros Semestrais;15/08/2040;13/11/2019;8,2559;8,3759;1.486,82;1.485,33;1.486,82
Tesouro IPCA+ com Juros Semestrais;15/08/2040;14/11/2019;8,2506;8,3706;1.486,45;1.484,97;1.486,45
Tesouro IPCA+ com Juros Semestrais;15/08/2040;15/11/2019;8,2799;8,3999;1.488,47;1.486,98;1.488,47
Tesouro IPCA+ com Juros Semestrais;15/08/2040;18/11/2019;8,3818;8,5018;1.495,48;1.493,99;1.495,48
Tesouro IPCA+ com Juros Semestrais;15/08/2040;19/11/2019;8,3458;8,4658;1.493,00;1.491,51;1.493,00
Tesouro IPCA+ com Juros Semestrais;15/08/2040;20/11/2019;8,3012;8,4212;1.489,93;1.488,44;1.489,93
Tesouro IPCA+ com Juros Semestrais;15/08/2040;21/11/2019;8,3409;8,4609;1.492,66;1.491,17;1.492,66
Tesouro IPCA+ com Juros Semestrais;15/08/2040;22/11/2019;8,3665;8,4865;1.494,43;1.492,93;1.494,43
Tesouro IPCA+ com Juros Semestrais;15/08/2040;25/11/2019;8,3695;8,4895;1.494,64;1.493,14;1.494,64
Tesouro IPCA+ com Juros Semestrais;15/08/2040;26/11/2019;8,2332;8,3532;1.485,26;1.483,77;1.485,26
Tesouro IPCA+ com Juros Semestrais;15/08/2040;27/11/2019;8,3049;8,4249;1.490,19;1.488,70;1.490,19
Tesouro IPCA+ com Juros Semestrais;15/08/2040;28/11/2019;8,3239;8,4439;1.491,49;1.490,00;1.491,49
Tesouro IPCA+ com Juros Semestrais;15/08/2040;29/11/2019;8,2641;8,3841;1.487,38;1.485,89;1.487,38
Tesouro IPCA+ com Juros Semestrais;15/08/2040;02/12/2019;8,2327;8,3527;1.485,22;1.483,74;1.485,22
Tesouro IPCA+ com Juros Semestrais;15/08/2040;03/12/2019;8,1195;8,2395;1.477,48;1.476,00;1.477,48
Tesouro IPCA+ com Juros Semestrais;15/08/2040;04/12/2019;8,0114;8,1314;1.470,11;1.468,64;1.470,11
Tesouro IPCA+ com Juros Semestrais;15/08/2040;05/12/2019;8,0284;8,1484;1.471,26;1.469,79;1.471,26
Tesouro IPCA+ com Juros Semestrais;15/08/2040;06/12/2019;7,9622;8,0822;1.466,76;1.465,29;1.466,76
Tesouro IPCA+ com Juros Semestrais;15/08/2040;09/12/2019;7,9418;8,0618;1.465,37;1.463,91;1.465,37
Tesouro IPCA+ com Juros Semestrais;15/08/2040;10/12/2019;7,9749;8,0949;1.467,62;1.466,16;1.467,62
Tesouro IPCA+ com Juros Semestrais;15/08/2040;11/12/2019;8,1122;8,2322;1.476,97;1.475,50;1.476,97
Tesouro IPCA+ com Juros Semestrais;15/08/2040;12/12/2019;8,0577;8,1777;1.473,25;1.471,78;1.473,25
Tesouro IPCA+ com Juros Semestrais;15/08/2040;13/12/2019;8,1123;8,2323;1.476,98;1.475,51;1.476,98
Tesouro IPCA+ com Juros Semestrais;15/08/2040;16/12/2019;8,0651;8,1851;1.473,76;1.472,29;1.473,76
Tesouro IPCA+ com Juros Semestrais;15/08/2040;17/12/2019;7,9935;8,1135;1.468,89;1.467,42;1.468,89
Tesouro IPCA+ com Juros Semestrais;15/08/2040;18/12/2019;8,0693;8,1893;1.474,05;1.472,57;1.474,05
Tesouro IPCA+ com Juros Semestrais;15/08/2040;19/12/2019;8,0551;8,1751;1.473,08;1.471,61;1.473,08
Tesouro IPCA+ com Juros Semestrais;15/08/2040;20/12/2019;7,9789;8,0989;1.467,89;1.466,43;1.467,89
Tesouro IPCA+ com Juros Semestrais;15/08/2040;23/12/2019;8,1238;8,2438;1.477,77;1.476,29;1.477,77
Tesouro IPCA+ com Juros Semestrais;15/08/2040;24/12/2019;8,0763;8,1963;1.474,53;1.473,05;1.474,53
Tesouro IPCA+ com Juros Semestrais;15/08/2040;25/12/2019;8,0642;8,1842;1.473,70;1.472,23;1.473,70
Tesouro IPCA+ com Juros Semestrais;15/08/2040;26/12/2019;8,0941;8,2141;1.475,74;1.474,26;1.475,74
Tesouro IPCA+ com Juros Semestrais;15/08/2040;27/12/2019;7,9488;8,0688;1.465,85;1.464,39;1.465,85
Tesouro IPCA+ com Juros Semestrais;15/08/2040;30/12/2019;8,0064;8,1264;1.469,76;1.468,29;1.469,76
Tesouro IPCA+ com Juros Semestrais;15/08/2040;31/12/2019;8,0503;8,1703;1.472,76;1.471,28;1.472,76
Tesouro IPCA+ com Juros Semestrais;15/08/2040;01/01/2020;7,9009;8,0209;1.462,60;1.461,14;1.462,60
Tesouro IPCA+ com Juros Semestrais;15/08/2040;02/01/2020;7,8939;8,0139;1.462,13;1.460,66;1.462,13
Tesouro IPCA+ com Juros Semestrais;15/08/2040;03/01/2020;8,0143;8,1343;1.470,30;1.468,83;1.470,30
Tesouro IPCA+ com Juros Semestrais;15/08/2040;06/01/2020;8,0662;8,1862;1.473,83;1.472,36;1.473,83
Tesouro IPCA+ com Juros Semestrais;15/08/2040;07/01/2020;8,0401;8,1601;1.472,06;1.470,59;1.472,06
Tesouro IPCA+ com Juros Semestrais;15/08/2040;08/01/2020;8,1587;8,2787;1.480,15;1.478,67;1.480,15
Tesouro IPCA+ com Juros Semestrais;15/08/2040;09/01/2020;8,2197;8,3397;1.484,33;1.482,85;1.484,33
Tesouro IPCA+ com Juros Semestrais;15/08/2040;10/01/2020;8,2984;8,4184;1.489,74;1.488,25;1.489,74
Tesouro IPCA+ com Juros Semestrais;15/08/2040;13/01/2020;8,3099;8,4299;1.490,53;1.489,04;1.490,53
Tesouro IPCA+ com Juros Semestrais;15/08/2040;14/01/2020;8,3960;8,5160;1.496,47;1.494,97;1.496,47
Tesouro IPCA+ com Juros Semestrais;15/08/2040;15/01/2020;8,4408;8,5608;1.499,56;1.498,06;1.499,56
Tesouro IPCA+ com Juros Semestrais;15/08/2040;16/01/2020;8,3140;8,4340;1.490,81;1.489,32;1.490,81
Tesouro IPCA+ com Juros Semestrais;15/08/2040;17/01/2020;8,1733;8,2933;1.481,16;1.479,67;1.481,16
Tesouro IPCA+ com Juros Semestrais;15/08/2040;20/01/2020;8,2729;8,3929;1.487,99;1.486,50;1.487,99
Tesouro IPCA+ com Juros Semestrais;15/08/2040;21/01/2020;8,3244;8,4444;1.491,53;1.490,04;1.491,53
Tesouro IPCA+ com Juros Semestrais;15/08/2040;22/01/2020;8,3761;8,4961;1.495,09;1.493,60;1.495,09
Tesouro IPCA+ com Juros Semestrais;15/08/2040;23/01/2020;8,3320;8,4520;1.492,05;1.490,56;1.492,05
Tesouro IPCA+ com Juros Semestrais;15/08/2040;24/01/2020;8,4258;8,5458;1.498,52;1.497,03;1.498,52
Tesouro IPCA+ com Juros Semestrais;15/08/2040;27/01/2020;8,5241;8,6441;1.505,33;1.503,82;1.505,33
Tesouro IPCA+ com Juros Semestrais;15/08/2040;28/01/2020;8,4815;8,6015;1.502,37;1.500,87;1.502,37
Tesouro IPCA+ com Juros Semestrais;15/08/2040;29/01/2020;8,3846;8,5046;1.495,68;1.494,18;1.495,68
Tesouro IPCA+ com Juros Semestrais;15/08/2040;30/01/2020;8,4650;8,5850;1.501,23;1.499,73;1.501,23
Tesouro IPCA+ com Juros Semestrais;15/08/2040;31/01/2020;8,5241;8,6441;1.505,33;1.503,82;1.505,33
Tesouro IPCA+ com Juros Semestrais;15/08/2040;03/02/2020;8,3766;8,4966;1.495,13;1.493,63;1.495,13
Tesouro IPCA+ com Juros Semestrais;15/08/2040;04/02/2020;8,3655;8,4855;1.494,36;1.492,86;1.494,36
Tesouro IPCA+ com Juros Semestrais;15/08/2040;05/02/2020;8,4963;8,6163;1.503,40;1.501,90;1.503,40
Tesouro IPCA+ com Juros Semestrais;15/08/2040;06/02/2020;8,4797;8,5997;1.502,25;1.500,75;1.502,25
Tesouro IPCA+ com Juros Semestrais;15/08/2040;07/02/2020;8,3962;8,5162;1.496,47;1.494,98;1.496,47
Tesouro IPCA+ com Juros Semestrais;15/08/2040;10/02/2020;8,2521;8,3721;1.486,56;1.485,07;1.486,56
Tesouro IPCA+ com Juros Semestrais;15/08/2040;11/02/2020;8,1864;8,3064;1.482,05;1.480,57;1.482,05
Tesouro IPCA+ com Juros Semestrais;15/08/2040;12/02/2020;8,3128;8,4328;1.490,73;1.489,24;1.490,73
Tesouro IPCA+ com Juros Semestrais;15/08/2040;13/02/2020;8,2702;8,3902;1.487,80;1.486,31;1.487,80
Tesouro IPCA+ com Juros Semestrais;15/08/2040;14/02/2020;8,1472;8,2672;1.479,37;1.477,89;1.479,37
Tesouro IPCA+ com Juros Semestrais;15/08/2040;17/02/2020;8,1812;8,3012;1.481,70;1.480,22;1.481,70
Tesouro IPCA+ com Juros Semestrais;15/08/2040;18/02/2020;8,1222;8,2422;1.477,66;1.476,18;1.477,66
Tesouro IPCA+ com Juros Semestrais;15/08/2040;19/02/2020;8,1875;8,3075;1.482,13;1.480,65;1.482,13
Tesouro IPCA+ com Juros Semestrais;15/08/2040;20/02/2020;8,1078;8,2278;1.476,68;1.475,20;1.476,68
Tesouro IPCA+ com Juros Semestrais;15/08/2040;21/02/2020;8,1059;8,2259;1.476,55;1.475,07;1.476,55
Tesouro IPCA+ com Juros Semestrais;15/08/2040;24/02/2020;8,0648;8,1848;1.473,74;1.472,27;1.473,74
Tesouro IPCA+ com Juros Semestrais;15/08/2040;25/02/2020;7,9991;8,1191;1.469,26;1.467,79;1.469,26
Tesouro IPCA+ com Juros Semestrais;15/08/2040;26/02/2020;8,1204;8,2404;1.477,54;1.476,06;1.477,54
Tesouro IPCA+ com Juros Semestrais;15/08/2040;27/02/2020;8,1825;8,3025;1.481,78;1.480,30;1.481,78
Tesouro IPCA+ com Juros Semestrais;15/08/2040;28/02/2020;8,0952;8,2152;1.475,82;1.474,34;1.475,82
Tesouro IPCA+ com Juros Semestrais;15/08/2040;02/03/2020;8,0041;8,1241;1.469,60;1.468,13;1.469,60
Tesouro IPCA+ com Juros Semestrais;15/08/2040;03/03/2020;8,1004;8,2204;1.476,17;1.474,69;1.476,17
Tesouro IPCA+ com Juros Semestrais;15/08/2040;04/03/2020;8,0692;8,1892;1.474,04;1.472,57;1.474,04
Tesouro IPCA+ com Juros Semestrais;15/08/2040;05/03/2020;8,1802;8,3002;1.481,63;1.480,14;1.481,63
Tesouro IPCA+ com Juros Semestrais;15/08/2040;06/03/2020;8,2009;8,3209;1.483,05;1.481,56;1.483,05
Tesouro IPCA+ com Juros Semestrais;15/08/2040;09/03/2020;8,1991;8,3191;1.482,92;1.481,44;1.482,92
Tesouro IPCA+ com Juros Semestrais;15/08/2040;10/03/2020;8,2147;8,3347;1.483,99;1.482,50;1.483,99
Tesouro IPCA+ com Juros Semestrais;15/08/2040;11/03/2020;8,2626;8,3826;1.487,28;1.485,79;1.487,28
Tesouro IPCA+ com Juros Semestrais;15/08/2040;12/03/2020;8,2823;8,4023;1.488,63;1.487,15;1.488,63
Tesouro IPCA+ com Juros Semestrais;15/08/2040;13/03/2020;8,3370;8,4570;1.492,40;1.490,91;1.492,40
Tesouro IPCA+ com Juros Semestrais;15/08/2040;16/03/2020;8,3566;8,4766;1.493,75;1.492,25;1.493,75
Tesouro IPCA+ com Juros Semestrais;15/08/2040;17/03/2020;8,2262;8,3462;1.484,78;1.483,29;1.484,78
Tesouro IPCA+ com Juros Semestrais;15/08/2040;18/03/2020;8,1147;8,2347;1.477,14;1.475,67;1.477,14
Tesouro IPCA+ com Juros Semestrais;15/08/2040;19/03/2020;7,9842;8,1042;1.468,25;1.466,78;1.468,25
Tesouro IPCA+ com Juros Semestrais;15/08/2040;20/03/2020;7,9121;8,0321;1.463,36;1.461,89;1.463,36
Tesouro IPCA+ com Juros Semestrais;15/08/2040;23/03/2020;7,9330;8,0530;1.464,78;1.463,31;1.464,78
Tesouro IPCA+ com Juros Semestrais;15/08/2040;24/03/2020;7,8514;7,9714;1.459,25;1.457,79;1.459,25
Tesouro IPCA+ com Juros Semestrais;15/08/2040;25/03/2020;7,8584;7,9784;1.459,72;1.458,26;1.459,72
Tesouro IPCA+ com Juros Semestrais;15/08/2040;26/03/2020;7,9430;8,0630;1.465,46;1.463,99;1.465,46
Tesouro IPCA+ com Juros Semestrais;15/08/2040;27/03/2020;7,8506;7,9706;1.459,19;1.457,73;1.459,19
Tesouro IPCA+ com Juros Semestrais;15/08/2040;30/03/2020;7,9040;8,0240;1.462,81;1.461,34;1.462,81
Tesouro IPCA+ com Juros Semestrais;15/08/2040;31/03/2020;8,0516;8,1716;1.472,84;1.471,37;1.472,84
Tesouro IPCA+ com Juros Semestrais;15/08/2040;01/04/2020;8,1095;8,2295;1.476,79;1.475,31;1.476,79
Tesouro IPCA+ com Juros Semestrais;15/08/2040;02/04/2020;8,1193;8,2393;1.477,46;1.475,99;1.477,46
Tesouro IPCA+ com Juros Semestrais;15/08/2040;03/04/2020;8,0452;8,1652;1.472,41;1.470,93;1.472,41
Tesouro IPCA+ com Juros Semestrais;15/08/2040;06/04/2020;8,0633;8,1833;1.473,64;1.472,16;1.473,64
Tesouro IPCA+ com Juros Semestrais;15/08/2040;07/04/2020;8,0494;8,1694;1.472,69;1.471,22;1.472,69
Tesouro IPCA+ com Juros Semestrais;15/08/2040;08/04/2020;8,1808;8,3008;1.481,67;1.480,19;1.481,67
Tesouro IPCA+ com Juros Semestrais;15/08/2040;09/04/2020;8,2231;8,3431;1.484,57;1.483,08;1.484,57
Tesouro IPCA+ com Juros Semestrais;15/08/2040;10/04/2020;8,3560;8,4760;1.493,71;1.492,21;1.493,71
Tesouro IPCA+ com Juros Semestrais;15/08/2040;13/04/2020;8,2216;8,3416;1.484,46;1.482,98;1.484,46
Tesouro IPCA+ com Juros Semestrais;15/08/2040;14/04/2020;8,3532;8,4732;1.493,51;1.492,02;1.493,51
Tesouro IPCA+ com Juros Semestrais;15/08/2040;15/04/2020;8,3330;8,4530;1.492,12;1.490,63;1.492,12
Tesouro IPCA+ com Juros Semestrais;15/08/2040;16/04/2020;8,4815;8,6015;1.502,37;1.500,87;1.502,37
Tesouro IPCA+ com Juros Semestrais;15/08/2040;17/04/2020;8,4137;8,5337;1.497,69;1.496,19;1.497,69
Tesouro IPCA+ com Juros Semestrais;15/08/2040;20/04/2020;8,4678;8,5878;1.501,42;1.499,92;1.501,42
Tesouro IPCA+ com Juros Semestrais;15/08/2040;21/04/2020;8,4577;8,5777;1.500,73;1.499,23;1.500,73
Tesouro IPCA+ com Juros Semestrais;15/08/2040;22/04/2020;8,4162;8,5362;1.497,86;1.496,36;1.497,86
Tesouro IPCA+ com Juros Semestrais;15/08/2040;23/04/2020;8,4939;8,6139;1.503,23;1.501,73;1.503,23
Tesouro IPCA+ com Juros Semestrais;15/08/2040;24/04/2020;8,6090;8,7290;1.511,23;1.509,71;1.511,23
Tesouro IPCA+ com Juros Semestrais;15/08/2040;27/04/2020;8,5264;8,6464;1.505,49;1.503,98;1.505,49
Tesouro IPCA+ com Juros Semestrais;15/08/2040;28/04/2020;8,4598;8,5798;1.500,87;1.499,37;1.500,87
Tesouro IPCA+ com Juros Semestrais;15/08/2040;29/04/2020;8,4358;8,5558;1.499,21;1.497,71;1.499,21
Tesouro IPCA+ com Juros Semestrais;15/08/2040;30/04/2020;8,4204;8,5404;1.498,15;1.496,65;1.498,15
Tesouro IPCA+ com Juros Semestrais;15/08/2040;01/05/2020;8,2720;8,3920;1.487,92;1.486,44;1.487,92
Tesouro IPCA+ com Juros Semestrais;15/08/2040;04/05/2020;8,1804;8,3004;1.481,64;1.480,16;1.481,64
Tesouro IPCA+ com Juros Semestrais;15/08/2040;05/05/2020;8,0549;8,1749;1.473,07;1.471,59;1.473,07
Tesouro IPCA+ com Juros Semestrais;15/08/2040;06/05/2020;8,0765;8,1965;1.474,54;1.473,06;1.474,54
Tesouro IPCA+ com Juros Semestrais;15/08/2040;07/05/2020;7,9341;8,0541;1.464,85;1.463,38;1.464,85
Tesouro IPCA+ com Juros Semestrais;15/08/2040;08/05/2020;8,0053;8,1253;1.469,69;1.468,22;1.469,69
Tesouro IPCA+ com Juros Semestrais;15/08/2040;11/05/2020;8,1487;8,2687;1.479,47;1.477,99;1.479,47
Tesouro IPCA+ com Juros Semestrais;15/08/2040;12/05/2020;8,1259;8,2459;1.477,91;1.476,43;1.477,91
Tesouro IPCA+ com Juros Semestrais;15/08/2040;13/05/2020;7,9982;8,1182;1.469,21;1.467,74;1.469,21
Tesouro IPCA+ com Juros Semestrais;15/08/2040;14/05/2020;7,9232;8,0432;1.464,11;1.462,65;1.464,11
Tesouro IPCA+ com Juros Semestrais;15/08/2040;15/05/2020;7,8226;7,9426;1.457,30;1.455,84;1.457,30
Tesouro IPCA+ com Juros Semestrais;15/08/2040;18/05/2020;7,7658;7,8858;1.453,47;1.452,01;1.453,47
Tesouro IPCA+ com Juros Semestrais;15/08/2040;19/05/2020;7,8036;7,9236;1.456,02;1.454,56;1.456,02
Tesouro IPCA+ com Juros Semestrais;15/08/2040;20/05/2020;7,6826;7,8026;1.447,86;1.446,42;1.447,86
Tesouro IPCA+ com Juros Semestrais;15/08/2040;21/05/2020;7,6766;7,7966;1.447,46;1.446,01;1.447,46
Tesouro IPCA+ com Juros Semestrais;15/08/2040;22/05/2020;7,7690;7,8890;1.453,68;1.452,23;1.453,68
Tesouro IPCA+ com Juros Semestrais;15/08/2040;25/05/2020;7,7968;7,9168;1.455,56;1.454,10;1.455,56
Tesouro IPCA+ com Juros Semestrais;15/08/2040;26/05/2020;7,8347;7,9547;1.458,12;1.456,66;1.458,12
Tesouro IPCA+ com Juros Semestrais;15/08/2040;27/05/2020;7,7850;7,9050;1.454,76;1.453,30;1.454,76
Tesouro IPCA+ com Juros Semestrais;15/08/2040;28/05/2020;7,7101;7,8301;1.449,71;1.448,26;1.449,71
Tesouro IPCA+ com Juros Semestrais;15/08/2040;29/05/2020;7,5924;7,7124;1.441,81;1.440,37;1.441,81
Tesouro IPCA+ com Juros Semestrais;15/08/2040;01/06/2020;7,5139;7,6339;1.436,56;1.435,12;1.436,56
Tesouro IPCA+ com Juros Semestrais;15/08/2040;02/06/2020;7,4662;7,5862;1.433,37;1.431,94;1.433,37
Tesouro IPCA+ com Juros Semestrais;15/08/2040;03/06/2020;7,3325;7,4525;1.424,48;1.423,06;1.424,48
Tesouro IPCA+ com Juros Semestrais;15/08/2040;04/06/2020;7,2826;7,4026;1.421,17;1.419,75;1.421,17
Tesouro IPCA+ com Juros Semestrais;15/08/2040;05/06/2020;7,3708;7,4908;1.427,02;1.425,60;1.427,02
Tesouro IPCA+ com Juros Semestrais;15/08/2040;08/06/2020;7,5039;7,6239;1.435,89;1.434,45;1.435,89
Tesouro IPCA+ com Juros Semestrais;15/08/2040;09/06/2020;7,5866;7,7066;1.441,42;1.439,98;1.441,42
Tesouro IPCA+ com Juros Semestrais;15/08/2040;10/06/2020;7,6225;7,7425;1.443,83;1.442,38;1.443,83
Tesouro IPCA+ com Juros Semestrais;15/08/2040;11/06/2020;7,7017;7,8217;1.449,15;1.447,70;1.449,15
Tesouro IPCA+ com Juros Semestrais;15/08/2040;12/06/2020;7,7393;7,8593;1.451,68;1.450,23;1.451,68
Tesouro IPCA+ com Juros Semestrais;15/08/2040;15/06/2020;7,7630;7,8830;1.453,28;1.451,82;1.453,28
Tesouro IPCA+ com Juros Semestrais;15/08/2040;16/06/2020;7,6387;7,7587;1.444,91;1.443,47;1.444,91
Tesouro IPCA+ com Juros Semestrais;15/08/2040;17/06/2020;7,5069;7,6269;1.436,09;1.434,65;1.436,09
Tesouro IPCA+ com Juros Semestrais;15/08/2040;18/06/2020;7,3669;7,4869;1.426,76;1.425,33;1.426,76
Tesouro IPCA+ com Juros Semestrais;15/08/2040;19/06/2020;7,3108;7,4308;1.423,04;1.421,62;1.423,04
Tesouro IPCA+ com Juros Semestrais;15/08/2040;22/06/2020;7,4152;7,5352;1.429,97;1.428,54;1.429,97
Tesouro IPCA+ com Juros Semestrais;15/08/2040;23/06/2020;7,2847;7,4047;1.421,31;1.419,89;1.421,31
Tesouro IPCA+ com Juros Semestrais;15/08/2040;24/06/2020;7,1729;7,2929;1.413,92;1.412,51;1.413,92
Tesouro IPCA+ com Juros Semestrais;15/08/2040;25/06/2020;7,2987;7,4187;1.422,24;1.420,81;1.422,24
Tesouro IPCA+ com Juros Semestrais;15/08/2040;26/06/2020;7,2812;7,4012;1.421,08;1.419,66;1.421,08
Tesouro IPCA+ com Juros Semestrais;15/08/2040;29/06/2020;7,2217;7,3417;1.417,14;1.415,72;1.417,14
Tesouro IPCA+ com Juros Semestrais;15/08/2040;30/06/2020;7,2595;7,3795;1.419,64;1.418,22;1.419,64
Tesouro IPCA+ com Juros Semestrais;15/08/2040;01/07/2020;7,1293;7,2493;1.411,04;1.409,63;1.411,04
Tesouro IPCA+ com Juros Semestrais;15/08/2040;02/07/2020;7,1825;7,3025;1.414,56;1.413,14;1.414,56
Tesouro IPCA+ com Juros Semestrais;15/08/2040;03/07/2020;7,2003;7,3203;1.415,73;1.414,31;1.415,73
Tesouro IPCA+ com Juros Semestrais;15/08/2040;06/07/2020;7,1388;7,2588;1.411,67;1.410,26;1.411,67
Tesouro IPCA+ com Juros Semestrais;15/08/2040;07/07/2020;7,1032;7,2232;1.409,33;1.407,92;1.409,33
Tesouro IPCA+ com Juros Semestrais;15/08/2040;08/07/2020;6,9820;7,1020;1.401,37;1.399,97;1.401,37
Tesouro IPCA+ com Juros Semestrais;15/08/2040;09/07/2020;7,0576;7,1776;1.406,33;1.404,92;1.406,33
Tesouro IPCA+ com Juros Semestrais;15/08/2040;10/07/2020;6,9775;7,0975;1.401,08;1.399,68;1.401,08
Tesouro IPCA+ com Juros Semestrais;15/08/2040;13/07/2020;7,0074;7,1274;1.403,03;1.401,63;1.403,03
Tesouro IPCA+ com Juros Semestrais;15/08/2040;14/07/2020;7,0553;7,1753;1.406,18;1.404,77;1.406,18
Tesouro IPCA+ com Juros Semestrais;15/08/2040;15/07/2020;6,9085;7,0285;1.396,56;1.395,17;1.396,56
Tesouro IPCA+ com Juros Semestrais;15/08/2040;16/07/2020;6,8736;6,9936;1.394,29;1.392,90;1.394,29
Tesouro IPCA+ com Juros Semestrais;15/08/2040;17/07/2020;6,9622;7,0822;1.400,08;1.398,68;1.400,08
Tesouro IPCA+ com Juros Semestrais;15/08/2040;20/07/2020;7,0762;7,1962;1.407,55;1.406,14;1.407,55
Tesouro IPCA+ com Juros Semestrais;15/08/2040;21/07/2020;7,1119;7,2319;1.409,90;1.408,49;1.409,90
Tesouro IPCA+ com Juros Semestrais;15/08/2040;22/07/2020;7,0638;7,1838;1.406,74;1.405,33;1.406,74
Tesouro IPCA+ com Juros Semestrais;15/08/2040;23/07/2020;7,1951;7,3151;1.415,39;1.413,97;1.415,39
Tesouro IPCA+ com Juros Semestrais;15/08/2040;24/07/2020;7,2800;7,4000;1.421,00;1.419,58;1.421,00
Tesouro IPCA+ com Juros Semestrais;15/08/2040;27/07/2020;7,2662;7,3862;1.420,09;1.418,67;1.420,09
Tesouro IPCA+ com Juros Semestrais;15/08/2040;28/07/2020;7,2147;7,3347;1.416,68;1.415,26;1.416,68
Tesouro IPCA+ com Juros Semestrais;15/08/2040;29/07/2020;7,1224;7,2424;1.410,59;1.409,18;1.410,59
Tesouro IPCA+ com Juros Semestrais;15/08/2040;30/07/2020;7,0032;7,1232;1.402,76;1.401,36;1.402,76
Tesouro IPCA+ com Juros Semestrais;15/08/2040;31/07/2020;7,0318;7,1518;1.404,64;1.403,23;1.404,64
Tesouro IPCA+ com Juros Semestrais;15/08/2040;03/08/2020;6,9020;7,0220;1.396,14;1.394,75;1.396,14
Tesouro IPCA+ com Juros Semestrais;15/08/2040;04/08/2020;6,9889;7,1089;1.401,82;1.400,42;1.401,82
Tesouro IPCA+ com Juros Semestrais;15/08/2040;05/08/2020;6,8969;7,0169;1.395,81;1.394,41;1.395,81
Tesouro IPCA+ com Juros Semestrais;15/08/2040;06/08/2020;6,9189;7,0389;1.397,24;1.395,85;1.397,24
Tesouro IPCA+ com Juros Semestrais;15/08/2040;07/08/2020;6,9601;7,0801;1.399,94;1.398,54;1.399,94
Tesouro IPCA+ com Juros Semestrais;15/08/2040;10/08/2020;6,8870;7,0070;1.395,16;1.393,77;1.395,16
Tesouro IPCA+ com Juros Semestrais;15/08/2040;11/08/2020;6,8633;6,9833;1.393,62;1.392,22;1.393,62
Tesouro IPCA+ com Juros Semestrais;15/08/2040;12/08/2020;6,9307;7,0507;1.398,02;1.396,62;1.398,02
Tesouro IPCA+ com Juros Semestrais;15/08/2040;13/08/2020;6,9141;7,0341;1.396,93;1.395,53;1.396,93
Tesouro IPCA+ com Juros Semestrais;15/08/2040;14/08/2020;6,8370;6,9570;1.391,90;1.390,51;1.391,90
Tesouro IPCA+ com Juros Semestrais;15/08/2040;17/08/2020;6,9261;7,0461;1.397,72;1.396,32;1.397,72
Tesouro IPCA+ com Juros Semestrais;15/08/2040;18/08/2020;6,7943;6,9143;1.389,12;1.387,73;1.389,12
Tesouro IPCA+ com Juros Semestrais;15/08/2040;19/08/2020;6,7378;6,8578;1.385,45;1.384,06;1.385,45
Tesouro IPCA+ com Juros Semestrais;15/08/2040;20/08/2020;6,7185;6,8385;1.384,20;1.382,82;1.384,20
Tesouro IPCA+ com Juros Semestrais;15/08/2040;21/08/2020;6,8565;6,9765;1.393,17;1.391,78;1.393,17
Tesouro IPCA+ com Juros Semestrais;15/08/2040;24/08/2020;6,9328;7,0528;1.398,15;1.396,75;1.398,15
Tesouro IPCA+ com Juros Semestrais;15/08/2040;25/08/2020;6,8761;6,9961;1.394,45;1.393,06;1.394,45
Tesouro IPCA+ com Juros Semestrais;15/08/2040;26/08/2020;6,9917;7,1117;1.402,01;1.400,61;1.402,01
Tesouro IPCA+ com Juros Semestrais;15/08/2040;27/08/2020;7,0743;7,1943;1.407,43;1.406,02;1.407,43
Tesouro IPCA+ com Juros Semestrais;15/08/2040;28/08/2020;6,9686;7,0886;1.400,49;1.399,09;1.400,49
Tesouro IPCA+ com Juros Semestrais;15/08/2040;31/08/2020;6,9112;7,0312;1.396,74;1.395,34;1.396,74
Tesouro IPCA+ com Juros Semestrais;15/08/2040;01/09/2020;6,8640;6,9840;1.393,66;1.392,27;1.393,66
